Hostname,Catalog Num,Description,Serial Number,Qty,Internal designation,Building,Street,Town or area,County or postcode,Country,GPS coordinates,Pricing 1 Year (Mar 2011 - Feb 2012),Comments and Actions Tomas West,Eqpt Type,Removal Total Price,Additions Total Price,Pricing 3 Year (Mar 2013 - Feb 2014)
cr2-cwt.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628EQFB,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-cwt.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1625G9PQ,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-cwt.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628GMF8,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-cwt.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628G9PD,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-cwt.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628G9QW,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-cwt.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628GL2C,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-pw.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628GQ05,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-pw.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628GMNM,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-pw.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628GQ59,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-pw.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628G9RG,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-pw.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628GQ0B,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-pw.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628GQ31,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-pw.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628GQ2J,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-pw.hea.net,CRS-16-FC140/S,switch fabric cards for CRS-3 140G system,SAL1628G9RE,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,Add to contract from September to 1st March 2014,6 month to co terminate,,,€0.00
cr2-cwt.hea.net,CRS-16-LCC-FAN-CT,Cisco CRS-1 Series LC Chassis Fan Controler,SAD110904RN,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
cr2-cwt.hea.net,CRS-16-LCC-FAN-CT,Cisco CRS-1 Series LC Chassis Fan Controler,SAD1132093E,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
cr2-pw.hea.net,CRS-16-LCC-FAN-CT,Cisco CRS-1 Series LC Chassis Fan Controler,SAD110904RG,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
cr2-pw.hea.net,CRS-16-LCC-FAN-CT,Cisco CRS-1 Series LC Chassis Fan Controler,SAD113002D8,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
cr2-cwt.hea.net,CRS-16-LCC-FAN-TR,Cisco CRS-1 Series Fan Tray for 16 slots LCC,TBA11220057,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
cr2-cwt.hea.net,CRS-16-LCC-FAN-TR,Cisco CRS-1 Series Fan Tray for 16 slots LCC,TBA11220058,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
cr2-pw.hea.net,CRS-16-LCC-FAN-TR,Cisco CRS-1 Series Fan Tray for 16 slots LCC,TBA11340018,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
cr2-pw.hea.net,CRS-16-LCC-FAN-TR,Cisco CRS-1 Series Fan Tray for 16 slots LCC,TBA11340019,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
cr2-cwt.hea.net,CRS-16-LCC-PS-ACW,Cisco CRS-1 Series AC Wye Power Shelf for 16 Slots LCC,TD11109001R,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
cr2-cwt.hea.net,CRS-16-LCC-PS-ACW,Cisco CRS-1 Series AC Wye Power Shelf for 16 Slots LCC,TD11102001W,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
cr2-pw.hea.net,CRS-16-LCC-PS-ACW,Cisco CRS-1 Series AC Wye Power Shelf for 16 Slots LCC,TD11109001H,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
cr2-pw.hea.net,CRS-16-LCC-PS-ACW,Cisco CRS-1 Series AC Wye Power Shelf for 16 Slots LCC,TD11109001E,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
cr2-cwt.hea.net,CRS-16-RP-B,Cisco CRS-1 Series 16 Slots Route Processor revision B,SAD1129010X,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
cr2-cwt.hea.net,CRS-16-RP-B,Cisco CRS-1 Series 16 Slots Route Processor revision B,SAD112709LY,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
cr2-pw.hea.net,CRS-16-RP-B,Cisco CRS-1 Series 16 Slots Route Processor revision B,SAD11330B1G,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
cr2-pw.hea.net,CRS-16-RP-B,Cisco CRS-1 Series 16 Slots Route Processor revision B,SAD11200188,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS1-SIP-800,Cisco Carrier Routing System SPA Interface Processor Card,SAD11350596,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€689.27,,,,,€689.27
cr2-cwt.hea.net,CRS1-SIP-800,Cisco Carrier Routing System SPA Interface Processor Card,SAD11330CXV,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475","€1,102.83",,,,,"€1,102.83"
cr2-pw.hea.net,CRS1-SIP-800,Cisco Carrier Routing System SPA Interface Processor Card,SAD113401TT,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€1,102.83",,,,,"€1,102.83"
cr1-lab.hea.net,CRS-8/S,Cisco CRS-1 8-Slot Single-Shelf System,TBA11370084,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659","€8,587.36",,,,,"€8,587.36"
cr1-lab.hea.net,CRS-8-AC-RECT,Cisco CRS-1 Series AC Power Rectifier for 8 slot LCC,TD11134002U,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS-8-AC-RECT,Cisco CRS-1 Series AC Power Rectifier for 8 slot LCC,TD11134002T,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS-8-FC/S,Cisco CRS-1 Series 8 Slots Fabric Card/Single,SAD112404R7,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS-8-FC/S,Cisco CRS-1 Series 8 Slots Fabric Card/Single,SAD112806SR,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS-8-FC/S,Cisco CRS-1 Series 8 Slots Fabric Card/Single,SAD112806T6,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS-8-FC/S,Cisco CRS-1 Series 8 Slots Fabric Card/Single,SAD141700ZT,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS-8-LCC-FAN-TR,Cisco CRS-1 Series Fan Tray for 8 slots LCC,TBA11370051,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS-8-LCC-FAN-TR,Cisco CRS-1 Series Fan Tray for 8 slots LCC,TBA11370050,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS-8-RP,Cisco CRS-1 Series 8 Slots Route Processor,SAD110409A7,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr1-lab.hea.net,CRS-8-RP,Cisco CRS-1 Series 8 Slots Route Processor,SAD110409A6,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,,,,,€0.00
cr2-cwt.hea.net,CRS-FP140,Forwarding Processor Card ,SAL1628GUQJ,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475","€3,216.57",Add to contract from September to 1st March 2014,6 month to co terminate,,,"€3,216.57"
cr2-pw.hea.net,CRS-FP140,Forwarding Processor Card ,SAL1628GUQ1,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€3,216.57",Add to contract from September to 1st March 2014,6 month to co terminate,,,"€3,216.57"
cr1-lab.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD1137017D,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659","€2,113.75",,,,,"€2,113.75"
cr1-lab.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD1129055V,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659","€2,113.75",,,,,"€2,113.75"
cr1-lab.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD112805LJ,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659","€2,113.75",,,,,"€2,113.75"
cr2-cwt.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD1219051L,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475","€3,381.90",,,,,"€3,381.90"
cr2-cwt.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD110400US,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475","€3,381.90",,,,,"€3,381.90"
cr2-cwt.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD1127055H,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475","€3,381.90",,,,,"€3,381.90"
cr2-cwt.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD112805GS,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475","€3,381.90",,,,,"€3,381.90"
cr2-cwt.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD1129053Y,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475","€3,381.90",,,,,"€3,381.90"
cr2-pw.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD112805HL,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€3,381.90",,,,,"€3,381.90"
cr2-pw.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD1129054J,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€3,381.90",,,,,"€3,381.90"
cr2-pw.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD112805G3,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€3,381.90",,,,,"€3,381.90"
cr2-pw.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD1129054K,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€3,381.90",,,,,"€3,381.90"
cr2-pw.hea.net,CRS-MSC,Cisco CRS-1 Series Modular Services Card,SAD1034079P,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€3,381.90",,,,,"€3,381.90"
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFP11459250,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10037213,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10117209,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFP12509241,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10117204,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10057216,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,X711500210,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09337239,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09337254,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09337248,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO11219238,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10057205,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09337277,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFP12299227,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10137217,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10127206,1,TCD PoP ,,College Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3436, -6.25528",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10137210,1,TCD PoP ,,College Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3436, -6.25528",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO9337263,1,TCD PoP ,,College Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3436, -6.25528",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AF09337281,1,TCD PoP ,,College Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3436, -6.25528",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10037224,1,TCD PoP ,,College Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3436, -6.25528",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09337267,1,DCU Campus ,,Collins Avenue ,Glasnevin ,Dublin 9 ,Ireland ,"53.386, -6.25918",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10037225,1,DCU Campus ,,Collins Avenue ,Glasnevin ,Dublin 9 ,Ireland ,"53.386, -6.25918",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09337261,1,DCU Campus ,,Collins Avenue ,Glasnevin ,Dublin 9 ,Ireland ,"53.386, -6.25918",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09337247,1,DCU Campus ,,Collins Avenue ,Glasnevin ,Dublin 9 ,Ireland ,"53.386, -6.25918",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10117208,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09497208,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFP11379229,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09527227,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFP11479220,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09497203,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO10127209,1,University of Limerick ,,Plassey Park Rd,Limerick ,Co. Limerick ,Ireland ,"52.6663, -8.63735",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09337275,1,University of Limerick ,,Plassey Park Rd,Limerick ,Co. Limerick ,Ireland ,"52.6663, -8.63735",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,X711500202,1,University of Limerick ,,Plassey Park Rd,Limerick ,Co. Limerick ,Ireland ,"52.6663, -8.63735",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFO09497211,1,University of Limerick ,,Plassey Park Rd,Limerick ,Co. Limerick ,Ireland ,"52.6663, -8.63735",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFP12019203,1,WIT Main Campus ,,Cork Road ,Waterford ,Co. Waterford ,Ireland ,"52.2411, -7.15823",€37.14,,,,,€37.14
,CWDM-CHASSIS-2=,2-slot CWDM chassis,AFP12019204,1,WIT Main Campus ,,Cork Road ,Waterford ,Co. Waterford ,Ireland ,"52.2411, -7.15823",€37.14,,,,,€37.14
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO09509078,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO09169027,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO09169010,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO11179019,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,OPL11130019,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO08469028,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€929.79,,,,,€929.79
,CWDM-MUX8A=,8-channel multiplexer/demultiplexer with monitor ports and LC connectors,AFO09509090,1,TCD PoP ,,College Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3436, -6.25528",€929.79,,,,,€929.79
